gameid,title,platform,developers,publishers,genres,supported_languages,release_date
396,Hasbro Family Game Night 3,PS3,['EA Redwood Shores'],['Electronic Arts'],"['Collection', 'Card & Board']","['French', 'Spanish', 'German', 'Italian', 'Dutch']",26/10/2010
395,Rock of the Dead,PS3,['LLC.'],['Conspiracy Entertainment'],['Music+'],"['French', 'Spanish']",19/10/2010
392,Deadliest Warrior: The Game,PS3,['Pipeworks Studios'],['Spike Chunsoft'],['Fighting'],"['French', 'Spanish', 'German', 'Italian']",5/10/2010
409,Puzzle Chronicles,PS3,['infinite interactive'],['Konami Digital Entertainment Inc.'],['RPG'],"['French', 'Spanish', 'German', 'Italian']",22/04/2010
414,Stacking,PS3,['Double Fine Productions'],['Double Fine Productions'],['Indie'],"['French', 'Spanish', 'German', 'Italian']",8/02/2011
385,Blacklight: Tango Down,PS3,['zombie studios'],['ignition entertainment'],['Action'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",26/10/2010
373,Way of the Samurai 3,PS3,['ACQUIRE Corp.'],['Ghostlight LTD'],['Adventure'],"['Japanese', 'French', 'German']",13/10/2009
369,Voodoo Dice,PS3,['Exkee'],['Ubisoft'],['puzzle'],,8/06/2010
368,Voodoo Dice,PS3,['Exkee'],['Ubisoft'],['puzzle'],"['French', 'Spanish', 'German', 'Italian']",8/06/2010
363,Vandal Hearts Flames of Judgment,PS3,['Hijinx Studios'],['Konami Digital Entertainment'],"['Role Playing', 'Strategy', 'Turn Based']","['French', 'Spanish']",21/01/2010
362,Diner Dash,PS3,['Backbone Entertainment'],['Hudson'],['puzzle'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",18/11/2009
360,Invincible Tiger: The Legend of Han Tao,PS3,['Blitz Games'],['Bandai Namco Entertainment'],"[""Beat 'em up""]","['French', 'Spanish', 'German', 'Italian']",27/08/2009
361,The BIGS 2,PS3,['Blue Castle Games'],['2K Games'],['sports'],,7/07/2009
352,Pro Evolution Soccer 2010,PS3,['Konami Digital Entertainment'],['Konami Digital Entertainment'],"['Sports', 'Football']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Swedish']",3/11/2009
347,Buzz Junior Robo Jam,PS3,['Cohort Studios'],['Sony Computer Entertainment'],"['Educational & Trivia', 'Party']","['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Finnish', 'Swedish', 'Danish', 'Norway']",9/07/2009
344,Death Track: Resurrection,PS3,['SkyFallen Entertainment'],['Gaijin Entertainment'],"['Automobile', 'Arcade Racing']","['French', 'Spanish', 'German', 'Italian']",8/06/2010
338,echochrome ii,PS3,['SIE Japan Studio'],['Sony Computer Entertainment'],['Puzzle'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Polish']",21/12/2010
341,Iron Man 2,PS3,['SEGA'],['SEGA'],['Adventure'],"['French', 'Spanish', 'German', 'Italian']",4/05/2010
329,Shaun White Snowboarding,PS3,['Ubisoft Montreal'],['Ubisoft'],['sports'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian']",16/11/2008
321,Alien Breed: Impact,PS3,['Team17 Software Ltd.'],['Team17 Digital Ltd'],['Action'],"['French', 'Spanish', 'German', 'Italian']",5/10/2010
318,Anarchy: Rush Hour,PS3,['Gaijin Entertainment'],['Gaijin Entertainment'],"['Automobile', 'Arcade Racing']","['French', 'Spanish', 'German', 'Italian']",5/05/2010
316,Dead To Rights: Retribution,PS3,['Volatile Games'],['Bandai Namco Entertainment'],"['Third Person Shooter', ""Beat 'em up""]","['Japanese', 'French', 'Spanish', 'Italian']",27/04/2010
314,Alien Breed 3: Descent,PS3,['Team17 Software Ltd.'],['Team17 Digital Ltd'],['Action'],"['French', 'Spanish', 'German', 'Italian']",22/02/2011
310,Rocket Knight,PS3,['Climax Studios'],['Konami Digital Entertainment Inc.'],['Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",18/05/2010
326,Bakugan Battle Brawlers,PS3,['Now Production'],['Activision'],"['Collectable Card Game', 'Card & Board']","['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Swedish']",20/10/2009
304,Apache: Air Assault,PS3,['Gaijin Entertainment'],['Activision'],['Racing'],"['French', 'Spanish', 'German']",16/11/2010
295,Guitar Hero Hits,PS3,['Beenox'],['Activision'],['Music & Rhythm'],"['French', 'Spanish', 'German', 'Italian']",16/06/2009
302,Gravity Crash,PS3,['Just Add Water'],['Sony Computer Entertainment'],"[""Shoot 'em up""]","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Polish']",24/11/2009
289,Karaoke Revolution,PS3,['Blitz Games'],['Konami Digital Entertainment Inc.'],['Music+'],"['French', 'Spanish', 'German', 'Italian', 'Portuguese', 'Finnish', 'Swedish', 'Danish', 'Norway']",24/11/2009
286,Skylanders Spyro's Adventure,PS3,['XPEC Entertainment'],['Activision'],['platformer'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Polish']",16/10/2011
279,Mercenaries 2: World in Flames,PS3,['Pandemic Studios'],['Electronic Arts'],"['Open World', 'Third Person Shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian']",31/08/2008
278,Skate 2,PS3,['Electronic Arts'],['Electronic Arts'],['sports'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch']",21/01/2009
274,Rock Band 3,PS3,['Harmonix'],['Mad Catz'],['strategy'],"['French', 'Spanish', 'German', 'Italian']",26/10/2010
272,The Chronicles of Riddick Assault on Dark Athena,PS3,['Starbreeze Studios AB'],['Atari'],['shooter'],"['French', 'Spanish', 'German', 'Italian']",7/04/2009
275,Section 8,PS3,['TimeGate'],['Southpeak Interactive'],['First Person Shooter'],"['French', 'Spanish', 'German', 'Italian']",25/03/2010
268,TV Superstar,PS3,['Guerrilla Cambridge'],['SCEA'],['Party'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Polish']",12/10/2010
262,SOCOM: U.S. NAVY SEALS CONFRONTATION,PS3,['Slant Six Games'],['Sony Computer Entertainment'],['Third Person Shooter'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Finnish', 'Swedish', 'Danish', 'Norway']",14/10/2008
256,UFC 2009 Undisputed,PS3,['YUKE’S Co. Ltd.'],['THQ'],['sports'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",19/05/2009
251,UFC Undisputed 2010,PS3,"[""Yuke's""]",['THQ'],"['Sports', 'Mixed Martial Arts']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",25/05/2010
243,PixelJunk Shooter,PS3,['Q-Games. Ltd'],['Double Eleven'],['Action'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",10/12/2009
232,.detuned,PS3,['The Produkkt'],['Sony Computer Entertainment'],['Action'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian']",15/10/2009
233,PAC-MAN Championship Edition DX+,PS3,['Namco Bandai Games'],['Namco Bandai Games'],['Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Chinese (traditional)', 'Chinese (simplified)']",23/11/2010
218,Fit in Six,PS3,['Ubisoft Blue Byte'],['Ubisoft'],"['Sports', 'Health & Fitness']","['Japanese', 'French', 'Spanish']",15/03/2011
216,The Lord of the Rings: Conquest,PS3,['Pandemic Studios'],['Electronic Arts'],['Hack & Slash'],"['French', 'Spanish', 'German', 'Italian', 'Swedish', 'Norway']",13/01/2009
208,Command & Conquer Red Alert 3,PS3,['Electronic Arts'],['Electronic Arts'],['strategy'],"['French', 'Spanish', 'German', 'Italian', 'Russian']",23/03/2009
199,Buzz!: Quiz World,PS3,['Relentless Software'],['Sony Computer Entertainment'],"['Educational & Trivia', 'Party']","['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Finnish', 'Swedish', 'Danish', 'Norway']",10/11/2009
195,WWE SmackDown vs. RAW 2010,PS3,"[""Yuke's""]",['THQ'],"['Sports', 'Wrestling']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",20/10/2009
194,CLOUDY WITH A CHANCE OF MEATBALLS,PS3,['Ubisoft Shanghai'],['Ubisoft'],['Action-Adventure'],"['French', 'Spanish', 'German', 'Italian']",15/09/2009
189,Transformers: Revenge of The Fallen,PS3,['Luxoflux'],['Activision'],['Third Person Shooter'],"['French', 'Spanish', 'German', 'Italian']",23/06/2009
190,Star Wars The Clone Wars Republic Heroes,PS3,['Krome Studios'],['Disney Interactive Studios'],"['Action-Adventure', 'Platformer']","['French', 'Spanish', 'German', 'Italian']",6/10/2009
184,Medal of Honor Frontline,PS3,['EA Los Angeles'],['Electronic Arts'],['First Person Shooter'],"['French', 'Spanish', 'German', 'Italian']",12/10/2010
179,3D DOT GAME HEROES,PS3,['Silicon Studio'],['Atlus'],['Action-Adventure'],['Japanese'],11/05/2010
180,Zuma,PS3,['Electronic Arts'],"['Microsoft Studios', 'Electronic Arts']",['puzzle'],"['French', 'Spanish', 'German', 'Italian']",24/04/2012
176,Band Hero,PS3,['Neversoft'],['Inc'],['Music+'],"['French', 'Spanish', 'German', 'Italian']",3/11/2009
175,The Last Guy,PS3,['Sony Interactive Entertainment'],['Sony Interactive Entertainment'],['Action'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Finnish', 'Swedish', 'Danish', 'Norway']",28/08/2008
169,F.E.A.R. 2: Project Origin,PS3,['Monolith Productions'],['Warner Bros. Games'],"['Action Horror', 'First Person Shooter']","['French', 'Spanish', 'German', 'Italian']",10/02/2009
171,Overlord II,PS3,['Triumph Studios'],['Codemasters'],['Role-Playing Games (RPG)'],"['French', 'Spanish', 'German', 'Italian']",23/06/2009
166,Trine,PS3,['frozenbyte'],['frozenbyte'],['Indie'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Finnish']",22/10/2009
164,Way of the Samurai 3,PS3,['ACQUIRE Corp.'],['Ghostlight LTD'],['Adventure'],"['Japanese', 'French', 'German']",13/10/2009
148,Marvel: Ultimate Alliance 2,PS3,['Zoë Mode'],['Activision'],['Adventure'],,15/09/2009
146,Star Wars: The Force Unleashed,PS3,['Disney Interactive Studios'],['Disney Interactive Studios'],['Hack & Slash'],"['French', 'Spanish', 'German', 'Italian']",16/09/2008
127,Ratchet & Clank: A Crack in Time,PS3,['Insomniac Games'],['Sony Interactive Entertainment'],"['Third Person Shooter', 'Platformer']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Finnish', 'Swedish', 'Danish', 'Norway']",27/10/2009
124,TV Superstars,PS3,['Guerrilla Cambridge'],['SCEA'],['Party'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Polish']",12/10/2010
113,Mirror's Edge,PS3,['Dice'],['Electronic Arts'],['Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean']",12/11/2008
108,LittleBigPlanet 2,PS3,['Media Molecule'],['Sony Computer Entertainment'],['Platformer'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Polish']",1/12/2011
103,FALLOUT 3,PS3,['Bethesda Game Studios'],['Bethesda Softworks'],['Role-Playing Games (RPG)'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",28/10/2008
98,Hustle Kings,PS3,['VooFoo Studios'],['Sony Computer Entertainment'],"['Sports', 'Cue Sports']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Polish']",18/02/2015
96,EyePet,PS3,['London Studio'],['Sony Computer Entertainment'],['Party'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Polish']",5/09/2010
89,Rag Doll Kung Fu: Fists of Plastic,PS3,['Tarsier Studios'],['Sony Interactive Entertainment Europe'],['Fighting'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Finnish', 'Swedish', 'Danish', 'Norway']",9/04/2009
79,Blast Factor,PS3,['Bluepoint Games'],['Sony Computer Entertainment'],"[""Shoot 'em up""]","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese']",23/03/2007
76,STREET FIGHTER IV,PS3,['Capcom Entertainment'],['CAPCOM Co.'],['fighting'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",17/02/2009
73,Uncharted 2: Among Thieves,PS3,['Naughty Dog'],['Sony Interactive Entertainment'],"['Third Person Shooter', 'Action-Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Swedish', 'Norway']",13/10/2009
72,inFamous,PS3,['Sucker Punch'],['Sony Computer Entertainment'],"['Open World', 'Action-Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)']",26/05/2009
58,Mafia II,PS3,['2K Czech'],['2K Games'],['Action'],"['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",24/08/2010
47,ENSLAVED: Odyssey to the West,PS3,['Ninja Theory'],['BANDAI NAMCO Games'],['Action-Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",5/10/2010
46,Castlevania: Lords of Shadow,PS3,['MercurySteam'],['Konami Digital Entertainment'],['Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",5/10/2010
43,NUMBLAST,PS3,['SIE Japan Studio'],['Sony Computer Entertainment'],['Puzzle'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)']",5/11/2009
35,FIFA 11,PS3,['EA Canada'],['Electronic Arts'],['sports'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Swedish', 'Danish', 'Norway', 'Polish']",28/09/2010
33,Killzone 2,PS3,['Guerrilla Games'],['Sony Computer Entertainment'],['First Person Shooter'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Finnish', 'Swedish', 'Danish', 'Norway']",27/02/2009
26,ModNation Racers,PS3,['United Front Games'],['Sony Computer Entertainment'],"['Automobile', 'Arcade Racing']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Polish']",25/05/2010
24,MX vs ATV Reflex,PS3,['Rainbow Studios'],['THQ'],['Racing'],"['French', 'Spanish', 'German', 'Italian']",1/12/2009
21,Gran Turismo 5,PS3,['Polyphony Digital'],['Sony Computer Entertainment'],"['Automobile', 'Simulation Racing']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Polish']",24/11/2010
18,WipEout HD,PS3,['SCE Studio Liverpool'],['Sony Computer Entertainment'],['Arcade Racing'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Finnish', 'Swedish', 'Danish', 'Norway']",25/09/2008
8,MEGA MAN 10,PS3,['LTD.'],['CAPCOM Co.'],['Adventure'],['Japanese'],11/03/2010
7,FINAL FANTASY XIII,PS3,['Square Enix'],['Square Enix'],['RPG'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean', 'Chinese (traditional)']",9/03/2010
1,Deus Ex: Human Revolution,PS3,['eidos montreal'],['Square Enix'],['shooter'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",23/08/2011
755124,Marvel Rivals,PS5,['NetEase Games'],['NetEase Games'],['Free to Play'],"['Spanish', 'German', 'Russian', 'Portuguese (Brazil)']",6/12/2024
754771,Infinity Nikki,PS5,['Papergames'],['Papergames'],"['Open World', 'Action-RPG', 'Role Playing', 'Platformer']","['Japanese', 'French', 'German', 'Italian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Portuguese (Brazil)', 'Thai', 'Indonesian']",4/12/2024
754610,The Thaumaturge,PS5,['Fool’s Theory'],['11 bit studios'],"['Role Playing', 'Turn Based']","['French', 'Spanish', 'German', 'Russian', 'Chinese (simplified)', 'Polish', 'French (Canada)']",4/12/2024
744065,SlavicPunk: Oldtimer,PS5,"['Gaming Factory', 'Red Square Games']",['Gaming Factory'],['Action-Adventure'],"['French', 'Spanish', 'German', 'Italian', 'Portuguese', 'Russian', 'Chinese (simplified)', 'Polish', 'Hungarian']",6/11/2024
744157,Arcade Room Simulator,PS4,['Zakym'],['Zakym'],"['Puzzle', 'Action']",,2/11/2024
744156,Arcade Room Simulator,PS5,['Zakym'],['Zakym'],"['Puzzle', 'Action']",,2/11/2024
706408,Marvel vs. Capcom Fighting Collection: Arcade Classics,PS4,['Capcom Entertainment'],['Capcom Entertainment'],['Collection'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)', 'Spanish (Mexico)', 'Arabic']",12/09/2024
706229,Train Sim World 5,PS5,"['Dovetail Games', 'Just Trains', 'TSG', 'Alan Thomson Simulation', 'Incredible Trains']",['Dovetail Games'],['Simulation'],"['French', 'Spanish', 'German', 'Italian', 'Russian', 'Chinese (simplified)', 'Polish']",17/09/2024
706102,Funko Fusion,PS5,['10:10 Games'],['10:10 Games'],['Action-Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)', 'Turkish', 'Thai']",13/09/2024
706462,Arcade Archives VS. BATTLE CITY,PS4,['Bandai Namco Entertainment'],['HAMSTER Corporation'],"[""Shoot 'em up""]","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Spanish (Mexico)', 'French (Canada)']",12/09/2024
706176,63 Days,PS5,['Destructive Creations'],"['Destructive Creations', 'Meridiem Games']",['Strategy'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)', 'Turkish']",26/09/2024
706039,Food Boy,PS5,['Dopamin Game Studio'],['Flux Games'],['Action'],,24/09/2024
706244,Go Mecha Ball,PS5,['Whale Peak Games'],['Super Rare Games'],"['Roguelite', ""Shoot 'em up""]","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",26/09/2024
755467,Cubic Run,PS4,['Webnetic'],['Webnetic'],['Platformer'],,9/11/2024
755466,Cubic Run,PS5,['Webnetic'],['Webnetic'],['Platformer'],,9/11/2024
755465,Cubic Run,PS5,['Webnetic'],['Webnetic'],['Platformer'],,9/11/2024
755468,Cubic Run,PS4,['Webnetic'],['Webnetic'],['Platformer'],,9/11/2024
754990,Skydance's BEHEMOTH,PS5,['Skydance Interactive'],"['Skydance Interactive', 'Maximum Entertainment']",['Action-Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean', 'Portuguese (Brazil)']",5/12/2024
754736,Christmas Tree Decorating Simulator,PS4,['ThiGames'],['ThiGames'],['Simulation'],,5/12/2024
754735,Christmas Tree Decorating Simulator,PS5,['ThiGames'],['ThiGames'],['Simulation'],,5/12/2024
754700,Christmas Tree Decorating Simulator,PS4,['ThiGames'],['ThiGames'],['Simulation'],,5/12/2024
754699,Christmas Tree Decorating Simulator,PS5,['ThiGames'],['ThiGames'],['Simulation'],,5/12/2024
754537,FANTASIAN Neo Dimension,PS5,['Mistwalker'],['Square Enix'],"['Role Playing', 'Turn Based']",['Japanese'],5/12/2024
754311,Rooftop Rascal: The Glitch Cat,PS5,['chroda'],['chroda'],['Platformer'],,3/12/2024
754310,Rooftop Rascal: The Glitch Cat,PS5,['chroda'],['chroda'],['Platformer'],,3/12/2024
754312,Rooftop Rascal: The Glitch Cat,PS5,['chroda'],['chroda'],['Platformer'],,3/12/2024
753784,Railroads Online,PS5,['Stefan Kelnberger'],['astragon Entertainment'],['Sandbox'],,5/12/2024
755024,UNDER DEFEAT,PS4,['G.rev'],"['City Connection', 'H2 Interactive']","[""Shoot 'em up""]","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)']",5/12/2024
756212,Sly 2: Band of Thieves,PS4,['Sanzaru Games'],['Sony Interactive Entertainment'],"['Stealth', 'Platformer']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Polish', 'Portuguese (Brazil)', 'Turkish', 'Spanish (Mexico)', 'Arabic', 'French (Canada)', 'Czech', 'Hungarian', 'Greek', 'Romanian', 'Thai', 'Vietnamese', 'Indonesian']",10/12/2024
756190,World Explorer Challenge,PS4,['Erik Games'],['Erik Games'],['Educational & Trivia'],,9/12/2024
756094,A Bibelot: Y-Type,PS4,['y-zo studio'],['y-zo studio'],"[""Shoot 'em up""]",,9/12/2024
755636,A Maze Against Time,PS5,['Zazenfly Development'],['Zazenfly Development'],['Action'],,7/12/2024
755536,A Maze Against Time,PS4,['Zazenfly Development'],['Zazenfly Development'],['Action'],,7/12/2024
755526,Connect Pictures Of Dog,PS4,['Zakym'],['Zakym'],['Puzzle'],,7/12/2024
755527,Connect Pictures Of Dog,PS5,['Zakym'],['Zakym'],['Puzzle'],,7/12/2024
755497,Futbol Kicks,PS4,['Smobile'],['Smobile'],['Action'],,6/12/2024
755496,Futbol Kicks,PS5,['Smobile'],['Smobile'],['Action'],,6/12/2024
755147,JIGSAW CHRONICLES: Most Wanted,PS5,['Cudit Savunma Inovasyon Teknoloji Arastirma ve Gelistirme'],['Cudit Savunma Inovasyon Teknoloji Arastirma ve Gelistirme'],['Puzzle'],,6/12/2024
755076,Gun Bro,PS4,['Nerdvision Games'],['Nerdvision Games'],"['Platformer', 'Run & Gun']",,5/12/2024
754703,Honey Farm Simulator,PS5,['NOSTRA GAMES'],['NOSTRA GAMES'],['Simulation'],,5/12/2024
706186,Rugrats: Adventures in Gameland,PS4,['Wallride'],"['The MIX Games', 'Limited Run Games']",['Platformer'],,10/09/2024
757166,Arma Reforger,PS5,['Bohemia Interactive'],['Bohemia Interactive'],"['First Person Shooter', 'Third Person Shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)', 'Czech']",12/12/2024
757189,THE FINALS,PS4,['Embark Studios'],['Embark Studios'],"['Free to Play', 'shooter']","['Japanese', 'French', 'Spanish', 'German', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)', 'Turkish']",7/12/2023
756464,Legacy of Kain: Soul Reaver,PS4,['Aspyr Media'],['Aspyr Media'],['Action-Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Chinese (simplified)']",10/12/2024
756467,Legacy of Kain: Soul Reaver 2,PS4,['Aspyr Media'],['Aspyr Media'],['Action-Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Chinese (simplified)']",10/12/2024
756213,Sly 3: Honor Among Thieves,PS5,['Sanzaru Games'],['Sony Interactive Entertainment'],"['Stealth', 'Platformer']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Polish', 'Portuguese (Brazil)', 'Turkish', 'Arabic', 'French (Canada)', 'Czech', 'Hungarian', 'Greek', 'Romanian', 'Thai', 'Vietnamese', 'Indonesian']",10/12/2024
756210,Jak and Daxter: The Precursor Legacy,PS4,['Naughty Dog'],['Sony Interactive Entertainment'],['Platformer'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Polish', 'Portuguese (Brazil)', 'Turkish', 'Spanish (Mexico)', 'Arabic', 'French (Canada)', 'Czech', 'Hungarian', 'Greek', 'Romanian', 'Thai', 'Vietnamese', 'Indonesian']",10/12/2024
756209,Jak and Daxter: The Precursor Legacy,PS5,['Naughty Dog'],['Sony Interactive Entertainment'],['Platformer'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Polish', 'Portuguese (Brazil)', 'Turkish', 'Arabic', 'French (Canada)', 'Czech', 'Hungarian', 'Greek', 'Romanian', 'Thai', 'Vietnamese', 'Indonesian']",10/12/2024
756211,Sly 2: Band of Thieves,PS5,['Sanzaru Games'],['Sony Interactive Entertainment'],"['Stealth', 'Platformer']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Polish', 'Portuguese (Brazil)', 'Turkish', 'Arabic', 'French (Canada)', 'Czech', 'Hungarian', 'Greek', 'Romanian', 'Thai', 'Vietnamese', 'Indonesian']",10/12/2024
754671,Legacy of Kain Soul Reaver 1 & 2 Remastered,PS5,['Aspyr Media'],['Aspyr Media'],['Action-Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Chinese (simplified)']",10/12/2024
754639,Arcade Archives City Bomber,PS4,['Konami Digital Entertainment'],['HAMSTER Corporation'],"[""Shoot 'em up""]","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Spanish (Mexico)', 'French (Canada)']",5/12/2024
754354,Mech Wars,PS4,['Pix Arts'],['Pix Arts'],,,30/11/2024
754020,LOLLIPOP CHAINSAW RePOP,PS4,['DRAGAMI GAMES'],"['DRAGAMI GAMES', 'Limited Run Games']",['Hack & Slash'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Portuguese', 'Chinese (traditional)', 'Portuguese (Brazil)', 'Spanish (Mexico)']",12/09/2024
